"Name","TeamAbbreviation","GamesPlayed","Minutes","ShotQualityAvg","AtRimFG3AFrequency","Avg2ptShotDistance","Avg3ptShotDistance","AtRimFGM","AtRimFGA","AtRimFrequency","AtRimAccuracy","UnblockedAtRimAccuracy","AtRimPctAssisted","AtRimPctBlocked","ShortMidRangeFGM","ShortMidRangeFGA","ShortMidRangeFrequency","ShortMidRangeAccuracy","UnblockedShortMidRangeAccuracy","ShortMidRangePctAssisted","ShortMidRangePctBlocked","LongMidRangeFGM","LongMidRangeFGA","LongMidRangeFrequency","LongMidRangeAccuracy","UnblockedLongMidRangeAccuracy","LongMidRangePctAssisted","LongMidRangePctBlocked","Corner3FGM","Corner3FGA","Corner3Frequency","Corner3Accuracy","UnblockedCorner3Accuracy","Corner3PctAssisted","Corner3PctBlocked","Arc3FGM","Arc3FGA","Arc3Frequency","Arc3Accuracy","UnblockedArc3Accuracy","Arc3PctAssisted","Arc3PctBlocked","NonHeaveArc3FGM","NonHeaveArc3FGA","NonHeaveArc3Accuracy","HeaveAttempts","HeaveMakes"
"DeMar DeRozan","SAC",14,476,0.4687436868686869,0.31313131313131315,11.847878787878788,24.6030303030303,1.9880715705765408,2.8827037773359843,0.14646464646464646,0.6896551724137931,0.7692307692307693,0.4,0.10344827586206896,3.5785288270377733,6.560636182902584,0.3333333333333333,0.5454545454545454,0.5625,0.5277777777777778,0.030303030303030304,2.982107355864811,6.958250497017892,0.35353535353535354,0.42857142857142855,0.44776119402985076,0.6,0.04285714285714286,0.8946322067594433,2.0874751491053676,0.10606060606060606,0.42857142857142855,0.42857142857142855,1,0,0.3976143141153082,1.1928429423459244,0.06060606060606061,0.3333333333333333,0.3333333333333333,1,0,4,12,0.3333333333333333,0,0
"Rui Hachimura","LAL",14,475,0.5393675862068965,0.6551724137931034,8.523076923076923,24.883333333333333,2.5025025025025025,4.104104104104104,0.2827586206896552,0.6097560975609756,0.6410256410256411,0.84,0.04878048780487805,1.3013013013013013,2.4024024024024024,0.16551724137931034,0.5416666666666666,0.5652173913043478,0.6153846153846154,0.041666666666666664,1.8018018018018018,2.6026026026026026,0.1793103448275862,0.6923076923076923,0.782608695652174,0.7222222222222222,0.11538461538461539,1.001001001001001,2.5025025025025025,0.1724137931034483,0.4,0.4,1,0,1.6016016016016017,2.9029029029029028,0.2,0.5517241379310345,0.5517241379310345,1,0,16,29,0.5517241379310345,0,0
"Deni Avdija","POR",14,473,0.560965756302521,0.7605042016806722,4.794444444444444,25.76595744680851,5.776892430278885,8.665338645418327,0.36554621848739494,0.6666666666666666,0.7073170731707317,0.4482758620689655,0.05747126436781609,1.792828685258964,4.681274900398407,0.19747899159663865,0.3829787234042553,0.47368421052631576,0.3333333333333333,0.19148936170212766,0.398406374501992,0.9960159362549801,0.04201680672268908,0.4,0.4,0.5,0,0.5976095617529881,1.095617529880478,0.046218487394957986,0.5454545454545454,0.5454545454545454,0.8333333333333334,0,2.8884462151394423,8.266932270916335,0.3487394957983193,0.3493975903614458,0.3493975903614458,0.896551724137931,0,29,83,0.3493975903614458,0,0
"James Harden","LAC",13,470,0.5085980088495575,0.7444933920704846,5.776470588235295,27.0536,3.147953830010493,4.616998950682056,0.19383259911894274,0.6818181818181818,0.8108108108108109,0.13333333333333333,0.1590909090909091,1.888772298006296,5.141657922350472,0.21585903083700442,0.3673469387755102,0.4,0,0.08163265306122448,0.4197271773347324,0.944386149003148,0.039647577092511016,0.4444444444444444,0.4444444444444444,0,0,0.2098635886673662,0.5246589716684156,0.022026431718061675,0.4,0.5,0,0.2,4.72193074501574,12.591815320041972,0.5286343612334802,0.375,0.3813559322033898,0.4888888888888889,0.016666666666666666,45,120,0.375,0,0
"Jimmy Butler III","GSW",15,469,0.5297438596491229,0.5847953216374269,6.010144927536231,25.324242424242424,5.056759545923633,6.914344685242518,0.391812865497076,0.7313432835820896,0.7424242424242424,0.5102040816326531,0.014925373134328358,2.6831785345717236,5.572755417956657,0.3157894736842105,0.48148148148148145,0.5306122448979592,0.3076923076923077,0.09259259259259259,0.20639834881320948,1.7543859649122806,0.09941520467836257,0.11764705882352941,0.14285714285714285,1,0.17647058823529413,0.7223942208462333,1.5479876160990713,0.08771929824561403,0.4666666666666667,0.4666666666666667,1,0,0.8255933952528379,1.8575851393188854,0.10526315789473684,0.4444444444444444,0.4444444444444444,0.5,0,8,18,0.4444444444444444,0,0
"Brandon Ingram","TOR",14,468,0.5141414414414415,0.46396396396396394,10.093788819875776,25.140983606557377,2.650356778797146,4.281345565749236,0.1891891891891892,0.6190476190476191,0.8387096774193549,0.5,0.2619047619047619,4.1794087665647295,7.237512742099898,0.31981981981981983,0.5774647887323944,0.5942028985507246,0.34146341463414637,0.028169014084507043,2.4464831804281344,4.892966360856269,0.21621621621621623,0.5,0.5454545454545454,0.5833333333333334,0.08333333333333333,0.509683995922528,1.7329255861365953,0.07657657657657657,0.29411764705882354,0.29411764705882354,0.8,0,1.2232415902140672,4.485219164118247,0.1981981981981982,0.2727272727272727,0.27906976744186046,0.9166666666666666,0.022727272727272728,12,44,0.2727272727272727,0,0
"Devin Vassell","SAS",14,465,0.5303991228070175,0.6608187134502924,11.142465753424657,25.35408163265306,0.9307135470527405,1.5511892450879008,0.08771929824561403,0.6,0.6,0.5555555555555556,0,0.9307135470527405,2.8955532574974145,0.16374269005847952,0.32142857142857145,0.34615384615384615,0.6666666666666666,0.07142857142857142,1.654601861427094,3.1023784901758016,0.17543859649122806,0.5333333333333333,0.5333333333333333,0.8125,0,0.827300930713547,2.5853154084798344,0.14619883040935672,0.32,0.32,1,0,2.688728024819028,7.549120992761117,0.4269005847953216,0.3561643835616438,0.3561643835616438,0.9615384615384616,0,26,73,0.3561643835616438,0,0
"Ryan Rollins","MIL",15,464,0.568071282051282,0.7384615384615385,6.480869565217391,25.61875,4.602510460251046,6.694560669456067,0.3282051282051282,0.6875,0.8,0.20454545454545456,0.140625,1.4644351464435146,3.1380753138075312,0.15384615384615385,0.4666666666666667,0.5384615384615384,0.14285714285714285,0.13333333333333333,0.5230125523012552,2.196652719665272,0.1076923076923077,0.23809523809523808,0.23809523809523808,0.4,0,1.1506276150627615,1.5690376569037656,0.07692307692307693,0.7333333333333333,0.7333333333333333,0.9090909090909091,0,2.719665271966527,6.799163179916318,0.3333333333333333,0.4,0.40625,0.5769230769230769,0.015384615384615385,26,65,0.4,0,0
"Julius Randle","MIN",14,464,0.5444548458149779,0.6343612334801763,6.091139240506329,25.06086956521739,5.646817248459959,7.700205338809035,0.3303964757709251,0.7333333333333333,0.7746478873239436,0.4,0.05333333333333334,3.080082135523614,6.878850102669404,0.29515418502202645,0.44776119402985076,0.4918032786885246,0.23333333333333334,0.08955223880597014,0.7186858316221766,1.6427104722792607,0.07048458149779736,0.4375,0.4375,0.5714285714285714,0,0.5133470225872689,1.540041067761807,0.06607929515418502,0.3333333333333333,0.3333333333333333,1,0,2.1560574948665296,5.544147843942505,0.23788546255506607,0.3888888888888889,0.3888888888888889,0.7619047619047619,0,21,54,0.3888888888888889,0,0
"Andrew Wiggins","MIA",14,461,0.5480669270833333,0.6458333333333334,6.755737704918033,25.197142857142858,3.482587064676617,5.373134328358209,0.28125,0.6481481481481481,0.7142857142857143,0.5714285714285714,0.09259259259259259,2.388059701492537,5.074626865671642,0.265625,0.47058823529411764,0.5106382978723404,0.3333333333333333,0.0784313725490196,0.8955223880597015,1.691542288557214,0.08854166666666667,0.5294117647058824,0.5625,0.3333333333333333,0.058823529411764705,0.7960199004975125,2.189054726368159,0.11458333333333333,0.36363636363636365,0.36363636363636365,1,0,1.691542288557214,4.776119402985074,0.25,0.3541666666666667,0.3541666666666667,0.8823529411764706,0,17,48,0.3541666666666667,0,0
"Kon Knueppel","CHA",14,460,0.5461204918032787,0.8108108108108109,6.17945205479452,25.604464285714283,2.272727272727273,3.925619834710744,0.20540540540540542,0.5789473684210527,0.6666666666666666,0.5909090909090909,0.13157894736842105,1.5495867768595042,2.6859504132231407,0.14054054054054055,0.5769230769230769,0.625,0.7333333333333333,0.07692307692307693,0.4132231404958678,0.9297520661157025,0.04864864864864865,0.4444444444444444,0.5,1,0.1111111111111111,1.5495867768595042,3.409090909090909,0.1783783783783784,0.45454545454545453,0.45454545454545453,1,0,3.0991735537190084,8.161157024793388,0.42702702702702705,0.379746835443038,0.379746835443038,0.9,0,30,79,0.379746835443038,0,0
"Mikal Bridges","NYK",13,456,0.5771917721518987,0.7468354430379747,6.242682926829268,24.782894736842106,3.059071729957806,4.430379746835443,0.26582278481012656,0.6904761904761905,0.725,0.6551724137931034,0.047619047619047616,1.371308016877637,3.481012658227848,0.2088607594936709,0.3939393939393939,0.40625,0.3076923076923077,0.030303030303030304,0.5274261603375527,0.7383966244725738,0.04430379746835443,0.7142857142857143,0.7142857142857143,0.4,0,1.8987341772151898,3.3755274261603376,0.20253164556962025,0.5625,0.5625,1,0,1.4767932489451476,4.641350210970464,0.27848101265822783,0.3181818181818182,0.3181818181818182,0.9285714285714286,0,14,44,0.3181818181818182,0,0
"Scottie Barnes","TOR",14,455,0.5473781990521327,0.5687203791469194,6.793081761006289,25.657692307692308,5.2356020942408374,7.12041884816754,0.3222748815165877,0.7352941176470589,0.7692307692307693,0.68,0.04411764705882353,2.4083769633507854,6.9109947643979055,0.3127962085308057,0.3484848484848485,0.359375,0.17391304347826086,0.030303030303030304,1.256544502617801,2.6178010471204187,0.11848341232227488,0.48,0.48,0.9166666666666666,0,0.418848167539267,1.4659685863874345,0.06635071090047394,0.2857142857142857,0.2857142857142857,1,0,1.780104712041885,3.979057591623037,0.18009478672985782,0.4473684210526316,0.4473684210526316,0.8235294117647058,0,17,38,0.4473684210526316,0,0
"Wendell Carter Jr.","ORL",15,454,0.5647901709401709,0.7692307692307693,5.66081081081081,24.741860465116282,3.488372093023256,4.968287526427061,0.4017094017094017,0.7021276595744681,0.825,0.6666666666666666,0.14893617021276595,0.7399577167019028,1.5856236786469344,0.1282051282051282,0.4666666666666667,0.5,1,0.06666666666666667,0.42283298097251587,1.2684989429175475,0.10256410256410256,0.3333333333333333,0.3333333333333333,0.75,0,0.8456659619450317,1.9027484143763214,0.15384615384615385,0.4444444444444444,0.4444444444444444,1,0,1.1627906976744187,2.6427061310782243,0.21367521367521367,0.44,0.44,1,0,11,25,0.44,0,0
"Pascal Siakam","IND",13,454,0.49264196787148595,0.4819277108433735,8.670555555555556,26.028985507246375,3.1512605042016806,5.357142857142857,0.20481927710843373,0.5882352941176471,0.6521739130434783,0.43333333333333335,0.09803921568627451,4.831932773109243,9.978991596638656,0.3815261044176707,0.4842105263157895,0.4842105263157895,0.3695652173913043,0,1.2605042016806722,3.5714285714285716,0.13654618473895583,0.35294117647058826,0.36363636363636365,0.25,0.029411764705882353,0.10504201680672269,0.31512605042016806,0.012048192771084338,0.3333333333333333,0.3333333333333333,1,0,2.5210084033613445,6.932773109243698,0.26506024096385544,0.36363636363636365,0.36363636363636365,0.7083333333333334,0,24,66,0.36363636363636365,0,0
"Brandin Podziemski","GSW",16,452,0.5207776666666667,0.68,8.277333333333333,25.677333333333333,2.345415778251599,2.878464818763326,0.18,0.8148148148148148,0.9166666666666666,0.6818181818181818,0.1111111111111111,0.9594882729211087,3.304904051172708,0.20666666666666667,0.2903225806451613,0.2903225806451613,0.5555555555555556,0,0.746268656716418,1.812366737739872,0.11333333333333333,0.4117647058823529,0.4117647058823529,0.7142857142857143,0,0.9594882729211087,1.812366737739872,0.11333333333333333,0.5294117647058824,0.5294117647058824,0.8888888888888888,0,2.1321961620469083,6.183368869936034,0.38666666666666666,0.3448275862068966,0.3448275862068966,0.8,0,20,58,0.3448275862068966,0,0
"Myles Turner","MIL",15,449,0.5259153846153846,0.7412587412587412,8.288333333333334,26.110843373493974,1.3859275053304905,2.4520255863539444,0.16083916083916083,0.5652173913043478,0.6842105263157895,0.6153846153846154,0.17391304347826086,0.8528784648187633,2.55863539445629,0.16783216783216784,0.3333333333333333,0.36363636363636365,0.625,0.08333333333333333,0.6396588486140725,1.3859275053304905,0.09090909090909091,0.46153846153846156,0.46153846153846156,0.6666666666666666,0,0.8528784648187633,1.492537313432836,0.0979020979020979,0.5714285714285714,0.5714285714285714,1,0,2.985074626865672,7.356076759061834,0.4825174825174825,0.4057971014492754,0.4117647058823529,1,0.014492753623188406,28,69,0.4057971014492754,0,0
"Nikola Jokić","DEN",13,448,0.5167557339449541,0.5799086757990868,5.692405063291139,25.988524590163934,5.783385909568874,6.94006309148265,0.3013698630136986,0.8333333333333334,0.8461538461538461,0.5818181818181818,0.015151515151515152,5.3627760252365935,8.201892744479496,0.3561643835616438,0.6538461538461539,0.6891891891891891,0.6274509803921569,0.05128205128205128,1.2618296529968454,1.4721345951629863,0.0639269406392694,0.8571428571428571,0.8571428571428571,0.4166666666666667,0,0.2103049421661409,0.31545741324921134,0.0136986301369863,0.6666666666666666,0.6666666666666666,1,0,2.3133543638275498,6.0988433228180865,0.2648401826484018,0.3793103448275862,0.3793103448275862,0.9090909090909091,0,22,58,0.3793103448275862,0,0
"Max Christie","DAL",15,447,0.557643893129771,0.8320610687022901,4.435416666666667,24.612048192771084,1.9271948608137044,2.78372591006424,0.1984732824427481,0.6923076923076923,0.782608695652174,0.7222222222222222,0.11538461538461539,0.6423982869379015,2.355460385438972,0.16793893129770993,0.2727272727272727,0.3157894736842105,0.6666666666666666,0.13636363636363635,0,0,0,0,0,0,0,2.355460385438972,4.0685224839400425,0.2900763358778626,0.5789473684210527,0.5789473684210527,1,0,1.7130620985010707,4.817987152034261,0.3435114503816794,0.35555555555555557,0.35555555555555557,1,0,16,45,0.35555555555555557,0,0
"Royce O'Neale","PHX",15,444,0.5414100000000001,0.9044117647058824,6.639130434782608,26.49646017699115,0.43010752688172044,1.075268817204301,0.07352941176470588,0.4,0.4444444444444444,0.25,0.1,0.5376344086021505,1.1827956989247312,0.08088235294117647,0.45454545454545453,0.5,0.6,0.09090909090909091,0.21505376344086022,0.21505376344086022,0.014705882352941176,1,1,1,0,1.1827956989247312,2.150537634408602,0.14705882352941177,0.55,0.55,1,0,3.978494623655914,10,0.6838235294117647,0.3978494623655914,0.3978494623655914,0.918918918918919,0,37,93,0.3978494623655914,0,0
"Onyeka Okongwu","ATL",15,444,0.5624539634146342,0.75,4.267368421052631,24.808695652173913,4.399141630901288,5.793991416309013,0.32926829268292684,0.7592592592592593,0.82,0.8536585365853658,0.07407407407407407,1.8240343347639485,4.399141630901288,0.25,0.4146341463414634,0.4722222222222222,0.8235294117647058,0.12195121951219512,0,0,0,0,0,0,0,1.3948497854077253,2.7896995708154506,0.15853658536585366,0.5,0.5,1,0,1.609442060085837,4.613733905579399,0.2621951219512195,0.3488372093023256,0.3488372093023256,1,0,15,43,0.3488372093023256,0,0
